id,wkt,osm_id
FLD00201,"POLYGON((57.648969 -20.474744, 57.648922 -20.474764, 57.648875 -20.474759, 57.648753 -20.474685, 57.648499 -20.474536, 57.648474 -20.474506, 57.648672 -20.474001, 57.648718 -20.473787, 57.648730 -20.473557, 57.648712 -20.473408, 57.648694 -20.473232, 57.648699 -20.473165, 57.648744 -20.473097, 57.649111 -20.472559, 57.649168 -20.472507, 57.649231 -20.472482, 57.649292 -20.472495, 57.650058 -20.472933, 57.650098 -20.473011, 57.650072 -20.473074, 57.650015 -20.473172, 57.649337 -20.474201, 57.648969 -20.474744))",544295997
FLD00202,"POLYGON((57.648352 -20.477164, 57.648295 -20.477214, 57.648257 -20.477221, 57.647857 -20.476980, 57.647839 -20.476907, 57.647899 -20.476778, 57.647930 -20.476631, 57.647923 -20.476443, 57.647934 -20.476294, 57.647994 -20.476147, 57.648226 -20.475797, 57.648789 -20.474931, 57.648881 -20.474848, 57.648972 -20.474838, 57.649052 -20.474774, 57.649386 -20.474207, 57.649878 -20.473476, 57.650128 -20.473114, 57.650204 -20.473087, 57.650302 -20.473077, 57.650376 -20.473099, 57.650979 -20.473450, 57.651063 -20.473510, 57.651064 -20.473549, 57.650493 -20.474397, 57.649962 -20.475187, 57.649904 -20.475221, 57.649814 -20.475236, 57.649731 -20.475245, 57.649677 -20.475267, 57.649414 -20.475670, 57.648352 -20.477164))",544296002
FLD00203,"POLYGON((57.649963 -20.475263, 57.650317 -20.474744, 57.651069 -20.473652, 57.651146 -20.473599, 57.651220 -20.473607, 57.651979 -20.474043, 57.652023 -20.474089, 57.652004 -20.474143, 57.651073 -20.475488, 57.650875 -20.475805, 57.650864 -20.475715, 57.650738 -20.475632, 57.650574 -20.475547, 57.650411 -20.475459, 57.650269 -20.475368, 57.650129 -20.475293, 57.650027 -20.475263, 57.649963 -20.475263))",544296005
FLD00204,"POLYGON((57.649549 -20.475532, 57.649606 -20.475537, 57.649585 -20.475645, 57.649555 -20.475740, 57.649472 -20.475866, 57.649464 -20.475936, 57.649510 -20.475984, 57.649593 -20.476049, 57.649649 -20.476137, 57.649689 -20.476210, 57.649767 -20.476253, 57.649864 -20.476215, 57.649909 -20.476200, 57.650008 -20.476228, 57.650113 -20.476250, 57.649488 -20.477165, 57.649135 -20.477641, 57.649080 -20.477667, 57.649034 -20.477663, 57.648368 -20.477289, 57.648355 -20.477259, 57.649549 -20.475532))",544296008
FLD00205,"POLYGON((57.650557 -20.476273, 57.650624 -20.476216, 57.650719 -20.476122, 57.651431 -20.475054, 57.652090 -20.474126, 57.652142 -20.474126, 57.652967 -20.474615, 57.652987 -20.474667, 57.652948 -20.474739, 57.652338 -20.475616, 57.651501 -20.476857, 57.651307 -20.477031, 57.651278 -20.477010, 57.651212 -20.476995, 57.651107 -20.476964, 57.650992 -20.476881, 57.650915 -20.476827, 57.650853 -20.476788, 57.650739 -20.476724, 57.650713 -20.476662, 57.650641 -20.476612, 57.650620 -20.476564, 57.650612 -20.476504, 57.650636 -20.476431, 57.650592 -20.476367, 57.650579 -20.476327, 57.650557 -20.476273))",544296012
FLD00206,"POLYGON((57.650464 -20.478389, 57.650412 -20.478431, 57.649895 -20.478145, 57.649817 -20.478092, 57.649180 -20.477739, 57.649160 -20.477681, 57.649239 -20.477571, 57.649987 -20.476549, 57.650035 -20.476520, 57.650043 -20.476562, 57.650061 -20.476622, 57.650051 -20.476701, 57.650072 -20.476777, 57.650175 -20.476812, 57.650249 -20.476911, 57.650293 -20.476905, 57.650333 -20.476935, 57.650329 -20.476983, 57.650294 -20.477035, 57.650267 -20.477081, 57.650262 -20.477150, 57.650243 -20.477223, 57.650241 -20.477270, 57.650301 -20.477280, 57.650391 -20.477270, 57.650522 -20.477239, 57.650629 -20.477262, 57.650714 -20.477307, 57.650786 -20.477337, 57.650859 -20.477369, 57.650918 -20.477371, 57.651010 -20.477362, 57.651124 -20.477338, 57.651126 -20.477392, 57.650464 -20.478389))",544296015
FLD00207,"POLYGON((57.651380 -20.478940, 57.651327 -20.478963, 57.651264 -20.478950, 57.650533 -20.478510, 57.650496 -20.478476, 57.650521 -20.478400, 57.652500 -20.475494, 57.653022 -20.474739, 57.653077 -20.474712, 57.653144 -20.474709, 57.653910 -20.475130, 57.653926 -20.475206, 57.653886 -20.475273, 57.652626 -20.477138, 57.652017 -20.477977, 57.651380 -20.478940))",544296019
FLD00208,"POLYGON((57.652373 -20.479483, 57.652349 -20.479516, 57.651963 -20.479322, 57.651469 -20.479058, 57.651430 -20.479015, 57.651430 -20.478983, 57.652130 -20.477944, 57.653678 -20.475691, 57.653979 -20.475238, 57.654016 -20.475219, 57.654909 -20.475731, 57.654941 -20.475770, 57.654926 -20.475817, 57.653318 -20.478102, 57.652373 -20.479483))",544296022
FLD00209,"POLYGON((57.653329 -20.480017, 57.653287 -20.480043, 57.653247 -20.480043, 57.652887 -20.479827, 57.652459 -20.479591, 57.652437 -20.479552, 57.652451 -20.479484, 57.653265 -20.478305, 57.654993 -20.475841, 57.655059 -20.475814, 57.655111 -20.475837, 57.655852 -20.476258, 57.655880 -20.476302, 57.655856 -20.476386, 57.654627 -20.478112, 57.653329 -20.480017))",544296024
FLD00210,"POLYGON((57.653416 -20.479999, 57.653385 -20.480055, 57.653396 -20.480103, 57.653802 -20.480349, 57.654115 -20.480528, 57.654207 -20.480575, 57.654263 -20.480581, 57.654918 -20.479669, 57.656145 -20.477880, 57.656836 -20.476900, 57.656847 -20.476837, 57.656776 -20.476794, 57.656005 -20.476348, 57.655917 -20.476395, 57.655144 -20.477489, 57.654281 -20.478743, 57.653416 -20.479999))",544296025
FLD00211,"POLYGON((57.655905 -20.480190, 57.655868 -20.480244, 57.655805 -20.480243, 57.655647 -20.480111, 57.655471 -20.480032, 57.655012 -20.479755, 57.654968 -20.479696, 57.654983 -20.479647, 57.655955 -20.478258, 57.656761 -20.477096, 57.656900 -20.476912, 57.656966 -20.476905, 57.657717 -20.477356, 57.657763 -20.477409, 57.657757 -20.477472, 57.657083 -20.478475, 57.655905 -20.480190))",544296026
FLD00212,"POLYGON((57.649752 -20.481448, 57.649759 -20.481546, 57.649987 -20.481798, 57.650372 -20.482241, 57.650438 -20.482308, 57.652294 -20.479632, 57.652307 -20.479595, 57.652296 -20.479552, 57.651414 -20.479085, 57.651368 -20.479078, 57.650703 -20.480047, 57.649752 -20.481448))",544296054
FLD00213,"POLYGON((57.649554 -20.480568, 57.649354 -20.480159, 57.649351 -20.480100, 57.650397 -20.478551, 57.650459 -20.478526, 57.650541 -20.478558, 57.651289 -20.479004, 57.651315 -20.479053, 57.651269 -20.479125, 57.650000 -20.480994, 57.649732 -20.481409, 57.649665 -20.481425, 57.649641 -20.481404, 57.649626 -20.481318, 57.649815 -20.481086, 57.649825 -20.481016, 57.649630 -20.480703, 57.649554 -20.480568))",544296056
FLD00214,"POLYGON((57.649016 -20.479930, 57.648917 -20.479887, 57.648846 -20.479838, 57.648777 -20.479791, 57.648745 -20.479747, 57.649382 -20.478826, 57.649822 -20.478205, 57.649878 -20.478189, 57.649924 -20.478203, 57.650342 -20.478449, 57.650365 -20.478488, 57.650360 -20.478522, 57.649833 -20.479299, 57.649338 -20.480026, 57.649300 -20.480060, 57.649244 -20.480017, 57.649016 -20.479930))",544296058
FLD00215,"POLYGON((57.648657 -20.478513, 57.648677 -20.478416, 57.648696 -20.478364, 57.649095 -20.477781, 57.649121 -20.477760, 57.649768 -20.478135, 57.649786 -20.478174, 57.648700 -20.479704, 57.648632 -20.479696, 57.648283 -20.479519, 57.648084 -20.479386, 57.648028 -20.479337, 57.648520 -20.478606, 57.648521 -20.478636, 57.648517 -20.478691, 57.648507 -20.478737, 57.648507 -20.478773, 57.648517 -20.478833, 57.648544 -20.478884, 57.648560 -20.478939, 57.648594 -20.479001, 57.648627 -20.479053, 57.648671 -20.479056, 57.648718 -20.479028, 57.648795 -20.479001, 57.648814 -20.478968, 57.648812 -20.478933, 57.648791 -20.478903, 57.648733 -20.478872, 57.648688 -20.478835, 57.648691 -20.478792, 57.648710 -20.478758, 57.648756 -20.478719, 57.648767 -20.478684, 57.648724 -20.478668, 57.648683 -20.478626, 57.648682 -20.478581, 57.648704 -20.478552, 57.648689 -20.478519, 57.648657 -20.478513))",544296060
FLD00216,"POLYGON((57.647388 -20.479027, 57.647320 -20.478994, 57.647223 -20.478938, 57.647203 -20.478901, 57.647207 -20.478865, 57.648252 -20.477381, 57.648301 -20.477328, 57.648340 -20.477328, 57.648409 -20.477355, 57.649056 -20.477719, 57.647973 -20.479297, 57.647916 -20.479318, 57.647388 -20.479027))",544296062
FLD00217,"POLYGON((57.646493 -20.478366, 57.646408 -20.478493, 57.647000 -20.478813, 57.647121 -20.478866, 57.647168 -20.478855, 57.648244 -20.477329, 57.648261 -20.477289, 57.648252 -20.477269, 57.647698 -20.476955, 57.647623 -20.476929, 57.647542 -20.476929, 57.647477 -20.476943, 57.647430 -20.476968, 57.647368 -20.477041, 57.646827 -20.477832, 57.646493 -20.478366))",544296064
FLD00224,"POLYGON((57.653928 -20.461738, 57.653866 -20.461764, 57.653778 -20.461737, 57.653390 -20.461510, 57.653055 -20.461299, 57.653048 -20.461246, 57.653162 -20.461078, 57.654051 -20.459835, 57.654106 -20.459792, 57.654186 -20.459802, 57.654292 -20.459870, 57.654922 -20.460228, 57.654934 -20.460280, 57.654857 -20.460414, 57.653928 -20.461738))",544304852
FLD00225,"POLYGON((57.655567 -20.462702, 57.655516 -20.462754, 57.655435 -20.462729, 57.654540 -20.462182, 57.654012 -20.461877, 57.653961 -20.461809, 57.654988 -20.460359, 57.655042 -20.460334, 57.655160 -20.460387, 57.656010 -20.460884, 57.656509 -20.461202, 57.656612 -20.461264, 57.656124 -20.461972, 57.655567 -20.462702))",544304853
FLD00226,"POLYGON((57.655609 -20.462815, 57.656191 -20.463202, 57.656426 -20.463368, 57.656520 -20.463425, 57.656556 -20.463418, 57.657621 -20.461936, 57.657627 -20.461889, 57.657603 -20.461855, 57.656714 -20.461323, 57.656646 -20.461363, 57.655622 -20.462739, 57.655609 -20.462815))",544304855
FLD00227,"POLYGON((57.657594 -20.464029, 57.657555 -20.464059, 57.657163 -20.463831, 57.656635 -20.463498, 57.656621 -20.463439, 57.657492 -20.462221, 57.657717 -20.461926, 57.658508 -20.462397, 57.658554 -20.462579, 57.657886 -20.463589, 57.657594 -20.464029))",544304856
FLD00228,"POLYGON((57.651591 -20.463201, 57.651497 -20.463293, 57.651415 -20.463310, 57.650246 -20.462633, 57.650179 -20.462594, 57.650182 -20.462555, 57.651591 -20.460605, 57.651641 -20.460571, 57.651702 -20.460585, 57.652831 -20.461254, 57.652935 -20.461316, 57.651591 -20.463201))",544304858
FLD00229,"POLYGON((57.652406 -20.463882, 57.652347 -20.463898, 57.652236 -20.463838, 57.651568 -20.463428, 57.651544 -20.463386, 57.652414 -20.462138, 57.652955 -20.461398, 57.653007 -20.461377, 57.653781 -20.461831, 57.653820 -20.461882, 57.653149 -20.462805, 57.652406 -20.463882))",544304859
FLD00230,"POLYGON((57.653973 -20.461942, 57.653886 -20.461912, 57.653835 -20.461976, 57.652836 -20.463403, 57.652475 -20.463918, 57.652483 -20.463960, 57.652868 -20.464172, 57.653058 -20.464328, 57.654221 -20.465000, 57.654271 -20.464984, 57.655645 -20.462990, 57.655636 -20.462927, 57.655581 -20.462896, 57.654665 -20.462352, 57.653973 -20.461942))",544304861
FLD00231,"POLYGON((57.655891 -20.463075, 57.655779 -20.462998, 57.655719 -20.462981, 57.654728 -20.464426, 57.654317 -20.465015, 57.654317 -20.465073, 57.654460 -20.465181, 57.656101 -20.466131, 57.656163 -20.466124, 57.656207 -20.466067, 57.657500 -20.464182, 57.657505 -20.464123, 57.657453 -20.464078, 57.656525 -20.463499, 57.656272 -20.463352, 57.655891 -20.463075))",544304862
FLD00232,"POLYGON((57.654595 -20.470405, 57.654525 -20.470463, 57.654470 -20.470454, 57.653628 -20.470026, 57.653579 -20.469965, 57.653941 -20.469461, 57.654881 -20.468084, 57.656133 -20.466271, 57.656182 -20.466258, 57.657039 -20.466768, 57.657053 -20.466830, 57.655754 -20.468726, 57.654595 -20.470405))",544304863
FLD00233,"POLYGON((57.655551 -20.470916, 57.655496 -20.470958, 57.654647 -20.470550, 57.654582 -20.470514, 57.654596 -20.470466, 57.655720 -20.468861, 57.657107 -20.466825, 57.657143 -20.466815, 57.657953 -20.467290, 57.657985 -20.467340, 57.657909 -20.467468, 57.657182 -20.468403, 57.656733 -20.469192, 57.655551 -20.470916))",544304864
FLD00234,"POLYGON((57.658098 -20.467198, 57.658048 -20.467249, 57.657976 -20.467249, 57.656941 -20.466636, 57.656313 -20.466258, 57.656259 -20.466208, 57.656228 -20.466152, 57.657704 -20.463985, 57.658645 -20.462589, 57.658757 -20.462540, 57.660399 -20.463513, 57.660552 -20.463628, 57.660536 -20.463706, 57.659701 -20.464896, 57.658809 -20.466185, 57.658098 -20.467198))",544304865
FLD00235,"POLYGON((57.652908 -20.459031, 57.652748 -20.459045, 57.651921 -20.460174, 57.651716 -20.460454, 57.651733 -20.460527, 57.651940 -20.460666, 57.652280 -20.460829, 57.652813 -20.461164, 57.652947 -20.461226, 57.652995 -20.461222, 57.653782 -20.460108, 57.654010 -20.459775, 57.654006 -20.459711, 57.652908 -20.459031))",544304866
FLD00236,"POLYGON((57.651642 -20.460399, 57.651574 -20.460436, 57.650410 -20.459793, 57.650396 -20.459737, 57.651448 -20.458307, 57.651512 -20.458213, 57.652578 -20.458826, 57.652633 -20.458903, 57.652644 -20.458969, 57.652553 -20.459168, 57.651642 -20.460399))",544304867
FLD00237,"POLYGON((57.650132 -20.462496, 57.650090 -20.462519, 57.649777 -20.462357, 57.648964 -20.461924, 57.648899 -20.461876, 57.648901 -20.461827, 57.648934 -20.461767, 57.650295 -20.459870, 57.650341 -20.459845, 57.650408 -20.459854, 57.651363 -20.460405, 57.651568 -20.460514, 57.651552 -20.460563, 57.650132 -20.462496))",544304868
FLD00238,"POLYGON((57.652130 -20.473942, 57.652071 -20.473991, 57.651981 -20.473961, 57.651225 -20.473525, 57.651203 -20.473467, 57.651246 -20.473367, 57.653234 -20.470497, 57.653495 -20.470113, 57.653546 -20.470090, 57.654346 -20.470475, 57.654437 -20.470546, 57.654437 -20.470615, 57.652130 -20.473942))",544304869
FLD00239,"POLYGON((57.652192 -20.474070, 57.652153 -20.474029, 57.652224 -20.473918, 57.654427 -20.470709, 57.654519 -20.470593, 57.654571 -20.470581, 57.655392 -20.470986, 57.655447 -20.471020, 57.655436 -20.471070, 57.653919 -20.473285, 57.653863 -20.473315, 57.653817 -20.473383, 57.653790 -20.473456, 57.653061 -20.474557, 57.652414 -20.474202, 57.652192 -20.474070))",544304870
FLD00240,"POLYGON((57.651590 -20.469020, 57.652286 -20.469372, 57.653424 -20.469937, 57.653505 -20.469961, 57.654350 -20.468747, 57.655093 -20.467678, 57.655400 -20.467214, 57.656057 -20.466291, 57.656058 -20.466225, 57.656010 -20.466169, 57.654885 -20.465511, 57.654268 -20.465128, 57.654189 -20.465204, 57.653537 -20.466151, 57.652440 -20.467771, 57.651645 -20.468902, 57.651590 -20.469020))",544304871
FLD00241,"POLYGON((57.649763 -20.468158, 57.649661 -20.468091, 57.649591 -20.468055, 57.649590 -20.467996, 57.649683 -20.467864, 57.650670 -20.466474, 57.652066 -20.464493, 57.652382 -20.464042, 57.652440 -20.464038, 57.653391 -20.464611, 57.654122 -20.465029, 57.654185 -20.465073, 57.654177 -20.465127, 57.652946 -20.466925, 57.652469 -20.467628, 57.651524 -20.468986, 57.651482 -20.468995, 57.651144 -20.468826, 57.649763 -20.468158))",544304872
FLD00242,"POLYGON((57.649516 -20.467982, 57.649460 -20.468002, 57.648600 -20.467566, 57.648578 -20.467509, 57.651138 -20.463947, 57.651448 -20.463519, 57.651536 -20.463515, 57.651587 -20.463527, 57.652274 -20.463935, 57.652307 -20.463986, 57.652290 -20.464035, 57.650636 -20.466387, 57.649516 -20.467982))",544304873
FLD00243,"POLYGON((57.648548 -20.467434, 57.648475 -20.467484, 57.648399 -20.467471, 57.648239 -20.467386, 57.647661 -20.467111, 57.647139 -20.466838, 57.647140 -20.466778, 57.647192 -20.466688, 57.649227 -20.463883, 57.650022 -20.462778, 57.650124 -20.462698, 57.650198 -20.462697, 57.651336 -20.463385, 57.651372 -20.463434, 57.651360 -20.463503, 57.650513 -20.464700, 57.648548 -20.467434))",544304874
FLD00244,"POLYGON((57.645886 -20.466036, 57.645836 -20.466124, 57.645865 -20.466183, 57.646708 -20.466617, 57.646936 -20.466744, 57.647006 -20.466782, 57.647066 -20.466762, 57.647890 -20.465601, 57.650027 -20.462661, 57.649939 -20.462580, 57.648961 -20.461992, 57.648858 -20.461945, 57.648760 -20.462011, 57.647067 -20.464377, 57.645886 -20.466036))",544304875
FLD00245,"POLYGON((57.649566 -20.472572, 57.649436 -20.472482, 57.649343 -20.472458, 57.649291 -20.472418, 57.649280 -20.472333, 57.649335 -20.472245, 57.650479 -20.470589, 57.651505 -20.469119, 57.651536 -20.469105, 57.651599 -20.469133, 57.652558 -20.469564, 57.653405 -20.470019, 57.653450 -20.470047, 57.653426 -20.470118, 57.651217 -20.473313, 57.651166 -20.473373, 57.651048 -20.473396, 57.650985 -20.473397, 57.650301 -20.472989, 57.649566 -20.472572))",544304876
FLD00246,"POLYGON((57.649184 -20.472335, 57.648815 -20.472112, 57.648570 -20.471966, 57.648248 -20.471648, 57.647518 -20.471000, 57.647507 -20.470947, 57.648313 -20.469799, 57.649477 -20.468164, 57.649506 -20.468109, 57.649566 -20.468111, 57.650678 -20.468664, 57.651320 -20.468988, 57.651421 -20.469050, 57.651443 -20.469090, 57.651305 -20.469264, 57.650318 -20.470702, 57.649271 -20.472209, 57.649184 -20.472335))",544304877
FLD00247,"POLYGON((57.647503 -20.470818, 57.647452 -20.470872, 57.647404 -20.470872, 57.647297 -20.470800, 57.646392 -20.469975, 57.645716 -20.469314, 57.645524 -20.469129, 57.645505 -20.469069, 57.645551 -20.468987, 57.646047 -20.468294, 57.647027 -20.466936, 57.647088 -20.466899, 57.647155 -20.466919, 57.648529 -20.467590, 57.649398 -20.468055, 57.649412 -20.468114, 57.648863 -20.468904, 57.648111 -20.469981, 57.647503 -20.470818))",544304878
FLD00248,"POLYGON((57.644361 -20.468145, 57.644315 -20.468227, 57.644584 -20.468428, 57.645359 -20.468996, 57.645445 -20.469002, 57.646677 -20.467316, 57.646966 -20.466908, 57.646966 -20.466845, 57.646236 -20.466434, 57.645840 -20.466233, 57.645734 -20.466253, 57.644900 -20.467429, 57.644361 -20.468145))",544304879
FLD00249,"POLYGON((57.642565 -20.467352, 57.642527 -20.467415, 57.642545 -20.467456, 57.643209 -20.467734, 57.643343 -20.467793, 57.643406 -20.467753, 57.643444 -20.467721, 57.643540 -20.467773, 57.643500 -20.467842, 57.643608 -20.467902, 57.644083 -20.468091, 57.644216 -20.468156, 57.644269 -20.468149, 57.644361 -20.468055, 57.645683 -20.466176, 57.645669 -20.466159, 57.644720 -20.465685, 57.644055 -20.465358, 57.643992 -20.465358, 57.643933 -20.465409, 57.642929 -20.466832, 57.642565 -20.467352))",544304880
FLD00250,"POLYGON((57.645061 -20.465784, 57.644982 -20.465752, 57.644935 -20.465719, 57.644927 -20.465671, 57.645944 -20.464291, 57.647025 -20.462773, 57.647953 -20.461491, 57.648016 -20.461453, 57.648080 -20.461476, 57.648725 -20.461844, 57.648759 -20.461888, 57.647576 -20.463533, 57.646622 -20.464902, 57.645806 -20.466048, 57.645740 -20.466083, 57.645659 -20.466054, 57.645061 -20.465784))",544304881
FLD00251,"POLYGON((57.644141 -20.465139, 57.644067 -20.465239, 57.644077 -20.465317, 57.644203 -20.465375, 57.644704 -20.465619, 57.644836 -20.465670, 57.644877 -20.465653, 57.645929 -20.464185, 57.647411 -20.462134, 57.647919 -20.461437, 57.647935 -20.461407, 57.647910 -20.461379, 57.647195 -20.460948, 57.647133 -20.460961, 57.647086 -20.461027, 57.646059 -20.462457, 57.644141 -20.465139))",544304883
FLD00252,"POLYGON((57.648744 -20.458861, 57.648700 -20.458843, 57.648655 -20.458862, 57.647235 -20.460826, 57.647206 -20.460878, 57.647236 -20.460929, 57.648285 -20.461545, 57.648779 -20.461830, 57.648816 -20.461823, 57.648866 -20.461775, 57.650255 -20.459843, 57.650274 -20.459787, 57.650224 -20.459748, 57.648744 -20.458861))",544304885
FLD00253,"POLYGON((57.649303 -20.457997, 57.649178 -20.458168, 57.649201 -20.458214, 57.650031 -20.458764, 57.650200 -20.458896, 57.650244 -20.458967, 57.650376 -20.458953, 57.650418 -20.459065, 57.650482 -20.459130, 57.650601 -20.459213, 57.650648 -20.459248, 57.650694 -20.459234, 57.651453 -20.458204, 57.651453 -20.458150, 57.651421 -20.458132, 57.650687 -20.457710, 57.650462 -20.457567, 57.649908 -20.457244, 57.649853 -20.457241, 57.649813 -20.457277, 57.649638 -20.457522, 57.649303 -20.457997))",544304886
FLD00254,"POLYGON((57.649153 -20.458303, 57.649105 -20.458288, 57.649043 -20.458326, 57.648734 -20.458754, 57.648742 -20.458808, 57.648810 -20.458850, 57.650179 -20.459650, 57.650286 -20.459712, 57.650333 -20.459704, 57.650600 -20.459346, 57.650603 -20.459285, 57.650545 -20.459243, 57.650472 -20.459212, 57.650424 -20.459242, 57.650418 -20.459266, 57.650092 -20.459288, 57.650053 -20.458982, 57.650106 -20.458980, 57.650096 -20.458930, 57.649974 -20.458827, 57.649457 -20.458484, 57.649153 -20.458303))",544304887
FLD00255,"POLYGON((57.648614 -20.457904, 57.648572 -20.457866, 57.648575 -20.457837, 57.649186 -20.457087, 57.649331 -20.457029, 57.649704 -20.457104, 57.649794 -20.457161, 57.649771 -20.457220, 57.649126 -20.458119, 57.649058 -20.458120, 57.648614 -20.457904))",544304888
FLD00256,"POLYGON((57.648154 -20.458356, 57.648156 -20.458458, 57.648163 -20.458490, 57.648608 -20.458762, 57.648661 -20.458753, 57.649021 -20.458272, 57.649023 -20.458244, 57.648527 -20.457970, 57.648452 -20.457993, 57.648154 -20.458356))",544304889
FLD00257,"POLYGON((57.648552 -20.457770, 57.648500 -20.457830, 57.648465 -20.457826, 57.648083 -20.457642, 57.647764 -20.457401, 57.647510 -20.457203, 57.647786 -20.456761, 57.647874 -20.456679, 57.647977 -20.456660, 57.648063 -20.456677, 57.648391 -20.456891, 57.648691 -20.457092, 57.648879 -20.457220, 57.648945 -20.457262, 57.648917 -20.457298, 57.648645 -20.457631, 57.648552 -20.457770))",544304890
FLD00258,"POLYGON((57.648421 -20.457924, 57.648423 -20.457955, 57.648123 -20.458328, 57.648046 -20.458350, 57.647983 -20.458342, 57.647467 -20.457979, 57.647190 -20.457802, 57.647125 -20.457757, 57.647129 -20.457691, 57.647431 -20.457283, 57.647456 -20.457269, 57.647875 -20.457644, 57.648105 -20.457787, 57.648272 -20.457855, 57.648421 -20.457924))",544304892
FLD00259,"POLYGON((57.646566 -20.457412, 57.646330 -20.457260, 57.646322 -20.457229, 57.646626 -20.456797, 57.647094 -20.456959, 57.647309 -20.457067, 57.647407 -20.457131, 57.647423 -20.457175, 57.647057 -20.457704, 57.646566 -20.457412))",544304893
FLD00260,"POLYGON((57.646752 -20.456714, 57.646713 -20.456687, 57.647129 -20.456092, 57.647167 -20.456079, 57.647801 -20.456505, 57.647816 -20.456545, 57.647806 -20.456604, 57.647580 -20.456927, 57.647525 -20.456956, 57.647372 -20.456981, 57.646752 -20.456714))",544304894
FLD00261,"POLYGON((57.646365 -20.455471, 57.646422 -20.455506, 57.646628 -20.455681, 57.646785 -20.455739, 57.646919 -20.455843, 57.647043 -20.455925, 57.647132 -20.455970, 57.647313 -20.455709, 57.647276 -20.455663, 57.646550 -20.455223, 57.646495 -20.455283, 57.646421 -20.455398, 57.646365 -20.455471))",544304895
FLD00262,"POLYGON((57.645910 -20.455339, 57.645910 -20.455294, 57.646003 -20.455247, 57.646197 -20.455041, 57.646468 -20.455168, 57.646457 -20.455236, 57.646307 -20.455446, 57.646282 -20.455461, 57.646045 -20.455363, 57.645917 -20.455352, 57.645910 -20.455339))",544304896
FLD00263,"POLYGON((57.646365 -20.455589, 57.646334 -20.455570, 57.646290 -20.455582, 57.645803 -20.456250, 57.645793 -20.456287, 57.646610 -20.456652, 57.646654 -20.456664, 57.647079 -20.456055, 57.647043 -20.456009, 57.646365 -20.455589))",544304897
FLD00264,"POLYGON((57.645730 -20.456376, 57.645567 -20.456606, 57.645488 -20.456714, 57.646058 -20.457078, 57.646265 -20.457211, 57.646567 -20.456774, 57.646536 -20.456731, 57.645887 -20.456437, 57.645730 -20.456376))",544304898
FLD00265,"POLYGON((57.645665 -20.456342, 57.645434 -20.456684, 57.645358 -20.456628, 57.644663 -20.456195, 57.644786 -20.456050, 57.644821 -20.456011, 57.645347 -20.456234, 57.645665 -20.456342))",544304899
FLD00266,"POLYGON((57.645305 -20.455291, 57.645359 -20.455244, 57.645455 -20.455220, 57.645504 -20.455239, 57.645600 -20.455304, 57.645718 -20.455389, 57.645830 -20.455441, 57.645915 -20.455433, 57.646021 -20.455432, 57.646172 -20.455472, 57.646252 -20.455513, 57.645732 -20.456255, 57.645280 -20.456092, 57.644872 -20.455911, 57.645305 -20.455291))",544304901
FLD00267,"POLYGON((57.644881 -20.455010, 57.645282 -20.455236, 57.645135 -20.455433, 57.644828 -20.455878, 57.644594 -20.455776, 57.644448 -20.455607, 57.644572 -20.455396, 57.644881 -20.455010))",544304902
FLD00268,"POLYGON((57.644317 -20.455774, 57.644226 -20.455925, 57.644604 -20.456206, 57.644733 -20.455984, 57.644717 -20.455954, 57.644317 -20.455774))",544304903
FLD00273,"POLYGON((57.663261 -20.472448, 57.663245 -20.472496, 57.663307 -20.472538, 57.663275 -20.472609, 57.663464 -20.472734, 57.663532 -20.472793, 57.663587 -20.472799, 57.663716 -20.472803, 57.664267 -20.472040, 57.664673 -20.472252, 57.664868 -20.471991, 57.664838 -20.471940, 57.664822 -20.471877, 57.664856 -20.471843, 57.664924 -20.471849, 57.664959 -20.471873, 57.665194 -20.471531, 57.663967 -20.470824, 57.663866 -20.470847, 57.663795 -20.470917, 57.663770 -20.470970, 57.663775 -20.471030, 57.663733 -20.471109, 57.663670 -20.471153, 57.663656 -20.471197, 57.663996 -20.471415, 57.663731 -20.471799, 57.663770 -20.471840, 57.663809 -20.471873, 57.663804 -20.471920, 57.663737 -20.471975, 57.663702 -20.471982, 57.663625 -20.471947, 57.663303 -20.472393, 57.663261 -20.472448))",544315795
FLD00274,"POLYGON((57.665048 -20.476443, 57.665016 -20.476490, 57.664963 -20.476484, 57.663326 -20.475578, 57.663277 -20.475534, 57.663283 -20.475500, 57.665721 -20.471940, 57.665782 -20.471901, 57.667489 -20.472904, 57.667495 -20.472955, 57.665048 -20.476443))",544315802
FLD00275,"POLYGON((57.662301 -20.474970, 57.662663 -20.475157, 57.662784 -20.475191, 57.662831 -20.475277, 57.662892 -20.475318, 57.663200 -20.475504, 57.665690 -20.471925, 57.665681 -20.471858, 57.665635 -20.471803, 57.665221 -20.471560, 57.665183 -20.471587, 57.664704 -20.472284, 57.664661 -20.472278, 57.664323 -20.472083, 57.664278 -20.472088, 57.662301 -20.474970))",544315803
FLD00276,"POLYGON((57.662184 -20.474898, 57.661395 -20.474424, 57.661364 -20.474382, 57.661416 -20.474290, 57.663238 -20.471605, 57.663271 -20.471590, 57.663291 -20.471639, 57.663294 -20.471691, 57.663314 -20.471726, 57.663398 -20.471688, 57.663487 -20.471702, 57.663631 -20.471796, 57.663110 -20.472549, 57.663538 -20.472863, 57.663582 -20.472927, 57.663566 -20.472989, 57.662184 -20.474898))",544315806
